"","X","sample_ID","upper_depth","lower_depth","SOC_stock_spline","site","geomorphons","HLI","Precip","Temp","WIP","tree_canopy_cover","NDVI_median","MNDWI_median","EVI_median","SCI_median","SAVI_median","EMBI_median","DSI_median","DSWI1_median","NDYI_median","LSWI_median","ANDWI_median","LITHOLOGY","GEOLOGIC_AGE"
"29",29,"CNE_S1",0,30,0.479862893086173,"COL","i",0.703295886516571,628.6943359375,6.59300947189331,0.972220540046692,39.6005630493164,0.828776180744171,-0.558275520801544,0.508547306060791,0.679761648178101,0.489994138479233,0.122844018042088,0.526616096496582,1.89957106113434,0.389371007680893,0.310140132904053,-0.700540721416473,"continental glacial outwash, Fraser-age","Pleistocene"
"30",30,"CNE_S1",30,100,0.0653802397674205,"COL","i",0.703295886516571,628.6943359375,6.59300947189331,0.972220540046692,39.6005630493164,0.828776180744171,-0.558275520801544,0.508547306060791,0.679761648178101,0.489994138479233,0.122844018042088,0.526616096496582,1.89957106113434,0.389371007680893,0.310140132904053,-0.700540721416473,"continental glacial outwash, Fraser-age","Pleistocene"
"31",31,"CNE_S19",0,30,0.136904202484007,"COL","c",0.668887615203857,628.909301757812,7.25334644317627,0.394710421562195,52.5705909729004,0.755664885044098,-0.491293996572495,0.360082894563675,0.589188396930695,0.364098340272903,0.0603254325687885,0.539555072784424,1.85340690612793,0.346626371145248,0.29907900094986,-0.615672767162323,"continental glacial outwash, Fraser-age","Pleistocene"
"32",32,"CNE_S19",30,100,0.0301150232783936,"COL","c",0.668887615203857,628.909301757812,7.25334644317627,0.394710421562195,52.5705909729004,0.755664885044098,-0.491293996572495,0.360082894563675,0.589188396930695,0.364098340272903,0.0603254325687885,0.539555072784424,1.85340690612793,0.346626371145248,0.29907900094986,-0.615672767162323,"continental glacial outwash, Fraser-age","Pleistocene"
"33",33,"CNE_S20",0,30,0.206174819529566,"COL","e",0.548697650432587,662.586669921875,6.83111953735352,0.33474999666214,53.541446685791,0.813759624958038,-0.475897073745728,0.399584054946899,0.60974931716919,0.400209844112396,-0.00676358258351684,0.423461943864822,2.36735820770264,0.393600225448608,0.405325621366501,-0.66822612285614,"continental glacial till, Fraser-age","Pleistocene"
"34",34,"CNE_S20",30,100,0.054339588971576,"COL","e",0.548697650432587,662.586669921875,6.83111953735352,0.33474999666214,53.541446685791,0.813759624958038,-0.475897073745728,0.399584054946899,0.60974931716919,0.400209844112396,-0.00676358258351684,0.423461943864822,2.36735820770264,0.393600225448608,0.405325621366501,-0.66822612285614,"continental glacial till, Fraser-age","Pleistocene"
"35",35,"CNE_S24",0,30,0.08203814478519,"COL","f",0.504342496395111,639.586364746094,6.8267412185669,0.123950131237507,50.1997604370117,0.743906736373901,-0.566302955150604,0.403562247753143,0.641532003879547,0.391645342111588,0.19481386244297,0.638748466968536,1.57012701034546,0.360407531261444,0.220937967300415,-0.655630469322205,"continental glacial till, Fraser-age","Pleistocene"
"36",36,"CNE_S24",30,100,0.0154434232718508,"COL","f",0.504342496395111,639.586364746094,6.8267412185669,0.123950131237507,50.1997604370117,0.743906736373901,-0.566302955150604,0.403562247753143,0.641532003879547,0.391645342111588,0.19481386244297,0.638748466968536,1.57012701034546,0.360407531261444,0.220937967300415,-0.655630469322205,"continental glacial till, Fraser-age","Pleistocene"
"37",37,"CNE_S4",0,30,0.474001700277988,"COL","i",0.537447035312653,628.6943359375,6.59300947189331,0.90699565410614,46.6542778015137,0.847097158432007,-0.522893726825714,0.522601306438446,0.663035809993744,0.498881131410599,0.0234621167182922,0.405598789453506,2.46622228622437,0.398033678531647,0.422915905714035,-0.713110506534576,"continental glacial outwash, Fraser-age","Pleistocene"
"38",38,"CNE_S4",30,100,0.075163348461868,"COL","i",0.537447035312653,628.6943359375,6.59300947189331,0.90699565410614,46.6542778015137,0.847097158432007,-0.522893726825714,0.522601306438446,0.663035809993744,0.498881131410599,0.0234621167182922,0.405598789453506,2.46622228622437,0.398033678531647,0.422915905714035,-0.713110506534576,"continental glacial outwash, Fraser-age","Pleistocene"
"39",39,"CNE-25-R3",0,30,0.0859259544323562,"COL","e",0.919009804725647,606.171508789062,6.1549768447876,0.231984913349152,42.0436935424805,0.656370639801025,-0.551748871803284,0.335591912269592,0.588791787624359,0.337038278579712,0.215782701969147,0.804611444473267,1.24927687644958,0.311504006385803,0.109387494623661,-0.605491042137146,"continental glacial till, Fraser-age","Pleistocene"
"40",40,"CNE-25-R3",30,100,0.00595659294609847,"COL","e",0.919009804725647,606.171508789062,6.1549768447876,0.231984913349152,42.0436935424805,0.656370639801025,-0.551748871803284,0.335591912269592,0.588791787624359,0.337038278579712,0.215782701969147,0.804611444473267,1.24927687644958,0.311504006385803,0.109387494623661,-0.605491042137146,"continental glacial till, Fraser-age","Pleistocene"
"41",41,"CNE-29IS28-R2",0,30,0.148876968281666,"COL","f",0.364588439464569,580.61279296875,7.58918046951294,0.0347639061510563,39.2560920715332,0.691677629947662,-0.532699584960938,0.335477381944656,0.57240217924118,0.334067463874817,0.161005288362503,0.673914670944214,1.49523329734802,0.301147282123566,0.196288734674454,-0.603589773178101,"amphibolite","pre-Tertiary"
"42",42,"CNE-29IS28-R2",30,100,0.03127444873547,"COL","f",0.364588439464569,580.61279296875,7.58918046951294,0.0347639061510563,39.2560920715332,0.691677629947662,-0.532699584960938,0.335477381944656,0.57240217924118,0.334067463874817,0.161005288362503,0.673914670944214,1.49523329734802,0.301147282123566,0.196288734674454,-0.603589773178101,"amphibolite","pre-Tertiary"
"43",43,"CSW_S13_R3",0,30,1.58746212673037,"COL","i",0.32886666059494,658.463684082031,6.00440311431885,0.606893122196198,64.0843200683594,0.82224851846695,-0.430437088012695,0.363658487796783,0.590549886226654,0.366900265216827,-0.0752208381891251,0.374265730381012,2.67694020271301,0.375447809696198,0.455535501241684,-0.665175676345825,"continental glacial outwash, Fraser-age","Pleistocene"
"44",44,"CSW_S13_R3",30,100,0.858606402352231,"COL","i",0.32886666059494,658.463684082031,6.00440311431885,0.606893122196198,64.0843200683594,0.82224851846695,-0.430437088012695,0.363658487796783,0.590549886226654,0.366900265216827,-0.0752208381891251,0.374265730381012,2.67694020271301,0.375447809696198,0.455535501241684,-0.665175676345825,"continental glacial outwash, Fraser-age","Pleistocene"
"45",45,"CSW_S14",0,30,0.206940592967067,"COL","f",0.954370677471161,658.463684082031,6.00440311431885,0.414782524108887,64,0.812923848628998,-0.472451776266098,0.352561801671982,0.614893078804016,0.357768654823303,-0.00311708706431091,0.426802098751068,2.34328007698059,0.36540275812149,0.401750534772873,-0.667620778083801,"continental glacial outwash, Fraser-age","Pleistocene"
"46",46,"CSW_S14",30,100,0.0722577921238726,"COL","f",0.954370677471161,658.463684082031,6.00440311431885,0.414782524108887,64,0.812923848628998,-0.472451776266098,0.352561801671982,0.614893078804016,0.357768654823303,-0.00311708706431091,0.426802098751068,2.34328007698059,0.36540275812149,0.401750534772873,-0.667620778083801,"continental glacial outwash, Fraser-age","Pleistocene"
"47",47,"CSW_S30",0,30,0.0877778668029787,"COL","g",0.219259187579155,681.103088378906,6.17919206619263,0.0145876547321677,65.9759216308594,0.804407596588135,-0.489838868379593,0.353794246912003,0.644079446792603,0.361252188682556,0.0522982142865658,0.486152082681656,2.05715608596802,0.421675622463226,0.345769852399826,-0.667215943336487,"continental glacial till, Fraser-age","Pleistocene"
"48",48,"CSW_S30",30,100,0.0607233840968796,"COL","g",0.219259187579155,681.103088378906,6.17919206619263,0.0145876547321677,65.9759216308594,0.804407596588135,-0.489838868379593,0.353794246912003,0.644079446792603,0.361252188682556,0.0522982142865658,0.486152082681656,2.05715608596802,0.421675622463226,0.345769852399826,-0.667215943336487,"continental glacial till, Fraser-age","Pleistocene"
"49",49,"CW_S11_R2",0,30,0.133164969126213,"COL","g",0.659359216690063,778.711669921875,5.36951112747192,0.673320829868317,61.4959030151367,0.733206450939178,-0.540270030498505,0.301002204418182,0.607533693313599,0.31249612569809,0.145621448755264,0.600699186325073,1.66492426395416,0.383211374282837,0.249475121498108,-0.637310922145844,"continental glacial outwash, Fraser-age","Pleistocene"
"50",50,"CW_S11_R2",30,100,0.0295090428477513,"COL","g",0.659359216690063,778.711669921875,5.36951112747192,0.673320829868317,61.4959030151367,0.733206450939178,-0.540270030498505,0.301002204418182,0.607533693313599,0.31249612569809,0.145621448755264,0.600699186325073,1.66492426395416,0.383211374282837,0.249475121498108,-0.637310922145844,"continental glacial outwash, Fraser-age","Pleistocene"
"51",51,"CW_S2_R2",0,30,0.145995131830206,"COL","i",0.636235237121582,778.711669921875,5.36951112747192,0.913423180580139,57.3283882141113,0.829313695430756,-0.502706825733185,0.410050213336945,0.630000233650208,0.412164151668549,0.017984775826335,0.418430954217911,2.39942812919617,0.387521922588348,0.410515874624252,-0.694751560688019,"continental glacial outwash, Fraser-age","Pleistocene"
"52",52,"CW_S2_R2",30,100,0.101097878596294,"COL","i",0.636235237121582,778.711669921875,5.36951112747192,0.913423180580139,57.3283882141113,0.829313695430756,-0.502706825733185,0.410050213336945,0.630000233650208,0.412164151668549,0.017984775826335,0.418430954217911,2.39942812919617,0.387521922588348,0.410515874624252,-0.694751560688019,"continental glacial outwash, Fraser-age","Pleistocene"
"53",53,"CW-05-R1",0,30,0.643528972288999,"COL","i",0.435706526041031,776.530090332031,5.19560813903809,0.85196715593338,60.2902717590332,0.812513649463654,-0.504881620407104,0.396847933530807,0.642480134963989,0.399099886417389,0.0617337338626385,0.488703310489655,2.04678964614868,0.384488761425018,0.343491464853287,-0.670915067195892,"continental glacial till, Fraser-age","Pleistocene"
"54",54,"CW-05-R1",30,100,0.519921798652489,"COL","i",0.435706526041031,776.530090332031,5.19560813903809,0.85196715593338,60.2902717590332,0.812513649463654,-0.504881620407104,0.396847933530807,0.642480134963989,0.399099886417389,0.0617337338626385,0.488703310489655,2.04678964614868,0.384488761425018,0.343491464853287,-0.670915067195892,"continental glacial till, Fraser-age","Pleistocene"
"55",55,"CW-10-R1",0,30,0.151499456056984,"COL","i",0.632822155952454,594.417053222656,7.34327697753906,0.750328600406647,49.986515045166,0.818059921264648,-0.534551024436951,0.465312451124191,0.669885396957397,0.451419025659561,0.126473367214203,0.504099726676941,1.98405849933624,0.360919654369354,0.329723298549652,-0.677652835845947,"continental glacial outwash, Fraser-age","Pleistocene"
"56",56,"CW-10-R1",30,100,0.0524370579100375,"COL","i",0.632822155952454,594.417053222656,7.34327697753906,0.750328600406647,49.986515045166,0.818059921264648,-0.534551024436951,0.465312451124191,0.669885396957397,0.451419025659561,0.126473367214203,0.504099726676941,1.98405849933624,0.360919654369354,0.329723298549652,-0.677652835845947,"continental glacial outwash, Fraser-age","Pleistocene"
"57",57,"CW-21-R2",0,30,0.233794779666255,"COL","i",0.534022033214569,719.616882324219,4.56691265106201,0.379875987768173,54.0063552856445,0.793197751045227,-0.507824838161469,0.383156448602676,0.60732626914978,0.387853026390076,0.0601366423070431,0.488743960857391,2.04795455932617,0.369896411895752,0.34355241060257,-0.663658857345581,"orthogneiss, porphyritic","pre-Tertiary"
"58",58,"CW-21-R2",30,100,0.0482111558274187,"COL","i",0.534022033214569,719.616882324219,4.56691265106201,0.379875987768173,54.0063552856445,0.793197751045227,-0.507824838161469,0.383156448602676,0.60732626914978,0.387853026390076,0.0601366423070431,0.488743960857391,2.04795455932617,0.369896411895752,0.34355241060257,-0.663658857345581,"orthogneiss, porphyritic","pre-Tertiary"
"59",59,"CW-29-R2",0,30,0.153013691970693,"COL","f",0.206009522080421,664.216674804688,6.02921533584595,0.243654891848564,65.0328826904297,0.805622398853302,-0.430586874485016,0.285194426774979,0.576593458652496,0.296047508716583,-0.0573540963232517,0.411746680736542,2.43013620376587,0.374955207109451,0.41675654053688,-0.639673173427582,"continental glacial outwash, Fraser-age","Pleistocene"
"60",60,"CW-29-R2",30,100,0.0270491406953694,"COL","f",0.206009522080421,664.216674804688,6.02921533584595,0.243654891848564,65.0328826904297,0.805622398853302,-0.430586874485016,0.285194426774979,0.576593458652496,0.296047508716583,-0.0573540963232517,0.411746680736542,2.43013620376587,0.374955207109451,0.41675654053688,-0.639673173427582,"continental glacial outwash, Fraser-age","Pleistocene"
"61",61,"E-ML-FR-H-1040",0,30,1.00295107295669,"HOH","i",0.658306658267975,3206.46337890625,9.86359691619873,0.880313277244568,49.3842735290527,0.845498919487,-0.5514777302742,0.583393633365631,0.688959836959839,0.557329893112183,0.103295482695103,0.461470067501068,2.1725697517395,0.479662984609604,0.368801355361938,-0.726501882076263,"alpine glacial drift, Fraser-age","Pleistocene"
"62",62,"E-ML-FR-H-1040",30,100,1.40772193135827,"HOH","i",0.658306658267975,3206.46337890625,9.86359691619873,0.880313277244568,49.3842735290527,0.845498919487,-0.5514777302742,0.583393633365631,0.688959836959839,0.557329893112183,0.103295482695103,0.461470067501068,2.1725697517395,0.479662984609604,0.368801355361938,-0.726501882076263,"alpine glacial drift, Fraser-age","Pleistocene"
"63",63,"H-C-01-DNR-WET",0,30,1.22805647458475,"HOH","f",0.582455039024353,3065.88403320312,10.1813697814941,0.851915717124939,58.1438827514648,0.842225611209869,-0.478577733039856,0.462783813476562,0.650823652744293,0.462757021188736,-0.00694743497297168,0.412464737892151,2.48559212684631,0.514220714569092,0.418742775917053,-0.704430937767029,"alpine glacial drift, Fraser-age","Pleistocene"
"64",64,"H-C-01-DNR-WET",30,100,1.43308060926077,"HOH","f",0.582455039024353,3065.88403320312,10.1813697814941,0.851915717124939,58.1438827514648,0.842225611209869,-0.478577733039856,0.462783813476562,0.650823652744293,0.462757021188736,-0.00694743497297168,0.412464737892151,2.48559212684631,0.514220714569092,0.418742775917053,-0.704430937767029,"alpine glacial drift, Fraser-age","Pleistocene"
"65",65,"H-C-02-DNR",0,30,0.733764918838112,"HOH","g",0.694736897945404,3050.06127929688,10.2106876373291,0.911289155483246,57.8620948791504,0.862784206867218,-0.444375276565552,0.557538568973541,0.649125158786774,0.542732000350952,-0.0850683823227882,0.343385636806488,2.91487646102905,0.575625956058502,0.488869905471802,-0.721775770187378,"glacial outwash, alpine, Fraser-age","Pleistocene"
"66",66,"H-C-02-DNR",30,100,0.257316268233673,"HOH","g",0.694736897945404,3050.06127929688,10.2106876373291,0.911289155483246,57.8620948791504,0.862784206867218,-0.444375276565552,0.557538568973541,0.649125158786774,0.542732000350952,-0.0850683823227882,0.343385636806488,2.91487646102905,0.575625956058502,0.488869905471802,-0.721775770187378,"glacial outwash, alpine, Fraser-age","Pleistocene"
"67",67,"H-C-05-2020",0,30,0.0976138184426231,"HOH","i",0.694724440574646,2977.935546875,10.4148683547974,0.826951801776886,44.0128898620605,0.840615749359131,-0.587310016155243,0.625150322914124,0.692398190498352,0.578655660152435,0.116926446557045,0.452675133943558,2.23511409759521,0.354002892971039,0.378328740596771,-0.710257887840271,"alluvium","Quaternary"
"68",68,"H-C-05-2020",30,100,0.00968868850929859,"HOH","i",0.694724440574646,2977.935546875,10.4148683547974,0.826951801776886,44.0128898620605,0.840615749359131,-0.587310016155243,0.625150322914124,0.692398190498352,0.578655660152435,0.116926446557045,0.452675133943558,2.23511409759521,0.354002892971039,0.378328740596771,-0.710257887840271,"alluvium","Quaternary"
"69",69,"H-C-06-DNR",0,30,1.07493341809214,"HOH","e",0.659476280212402,3133.18188476562,9.92416286468506,0.464024126529694,58.2035713195801,0.880748212337494,-0.535255432128906,0.573281109333038,0.70539265871048,0.548742949962616,0.0186614878475666,0.373330056667328,2.71761298179626,0.48128417134285,0.457950055599213,-0.75121808052063,"alpine glacial drift, Fraser-age","Pleistocene"
"70",70,"H-C-06-DNR",30,100,0.964853033358618,"HOH","e",0.659476280212402,3133.18188476562,9.92416286468506,0.464024126529694,58.2035713195801,0.880748212337494,-0.535255432128906,0.573281109333038,0.70539265871048,0.548742949962616,0.0186614878475666,0.373330056667328,2.71761298179626,0.48128417134285,0.457950055599213,-0.75121808052063,"alpine glacial drift, Fraser-age","Pleistocene"
"71",71,"H-C-08-DNR",0,30,0.718692335926147,"HOH","e",0.647177994251251,3010.08227539062,10.2711420059204,0.157578319311142,68.072395324707,0.633806824684143,-0.557279646396637,0.368856608867645,0.582988560199738,0.369957119226456,0.24352203309536,0.819307923316956,1.23331880569458,0.288543820381165,0.101605251431465,-0.603559255599976,"alpine glacial drift, Fraser-age","Pleistocene"
"72",72,"H-C-08-DNR",30,100,0.51832198331652,"HOH","e",0.647177994251251,3010.08227539062,10.2711420059204,0.157578319311142,68.072395324707,0.633806824684143,-0.557279646396637,0.368856608867645,0.582988560199738,0.369957119226456,0.24352203309536,0.819307923316956,1.23331880569458,0.288543820381165,0.101605251431465,-0.603559255599976,"alpine glacial drift, Fraser-age","Pleistocene"
"73",73,"H-C-10-2020",0,30,0.850134563766222,"HOH","f",0.680256187915802,3037.89697265625,10.2214660644531,0.569216847419739,67.523323059082,0.906934082508087,-0.444455683231354,0.540549576282501,0.690769255161285,0.525915801525116,-0.169230818748474,0.275474399328232,3.6336658000946,0.569436311721802,0.568118929862976,-0.766328871250153,"glacial outwash, alpine, Fraser-age","Pleistocene"
"74",74,"H-C-10-2020",30,100,0.418635109651389,"HOH","f",0.680256187915802,3037.89697265625,10.2214660644531,0.569216847419739,67.523323059082,0.906934082508087,-0.444455683231354,0.540549576282501,0.690769255161285,0.525915801525116,-0.169230818748474,0.275474399328232,3.6336658000946,0.569436311721802,0.568118929862976,-0.766328871250153,"glacial outwash, alpine, Fraser-age","Pleistocene"
"75",75,"H-C-11R2-TNC",0,30,0.220914200328147,"HOH","g",0.658542096614838,3142.3125,9.99057960510254,0.435542047023773,65.7863388061523,0.893795192241669,-0.459746181964874,0.504135310649872,0.660102427005768,0.494760751724243,-0.15374194085598,0.282706141471863,3.5373318195343,0.496667325496674,0.55920547246933,-0.759490132331848,"alluvium","Quaternary"
