"","X","sample_ID","upper_depth","lower_depth","SOC_stock_spline","site","geomorphons","HLI","Precip","Temp","WIP","tree_canopy_cover","NDVI_median","MNDWI_median","EVI_median","SCI_median","SAVI_median","EMBI_median","DSI_median","DSWI1_median","NDYI_median","LSWI_median","ANDWI_median","LITHOLOGY","GEOLOGIC_AGE"
"11",11,"CC-09-R2",0,30,0.112237161166527,"COL","i",0.634852409362793,628.038146972656,6.59396076202393,0.682174861431122,49.4307975769043,0.718814015388489,-0.43034902215004,0.381810039281845,0.525385677814484,0.36917507648468,0.00350791634991765,0.505684971809387,1.98966777324677,0.27958345413208,0.329091817140579,-0.567786633968353,"alluvium","Quaternary"
"12",12,"CC-09-R2",30,100,0.0539822734465087,"COL","i",0.634852409362793,628.038146972656,6.59396076202393,0.682174861431122,49.4307975769043,0.718814015388489,-0.43034902215004,0.381810039281845,0.525385677814484,0.36917507648468,0.00350791634991765,0.505684971809387,1.98966777324677,0.27958345413208,0.329091817140579,-0.567786633968353,"alluvium","Quaternary"
"13",13,"CC-12-R2",0,30,0.109006702939506,"COL","i",0.520844399929047,629.329895019531,6.72249603271484,0.627801597118378,54.7372550964355,0.747629046440125,-0.509683012962341,0.327863335609436,0.621605098247528,0.327990680932999,0.110791504383087,0.618552386760712,1.70982980728149,0.310543179512024,0.246332511305809,-0.6219482421875,"orthogneiss, porphyritic","pre-Tertiary"
"14",14,"CC-12-R2",30,100,0.10845139287345,"COL","i",0.520844399929047,629.329895019531,6.72249603271484,0.627801597118378,54.7372550964355,0.747629046440125,-0.509683012962341,0.327863335609436,0.621605098247528,0.327990680932999,0.110791504383087,0.618552386760712,1.70982980728149,0.310543179512024,0.246332511305809,-0.6219482421875,"orthogneiss, porphyritic","pre-Tertiary"
"15",15,"CC-17-R1",0,30,0.0928292488018167,"COL","i",0.913518011569977,652.727966308594,6.50177001953125,0.411813080310822,62.6272163391113,0.845799922943115,-0.439957946538925,0.427740156650543,0.616365969181061,0.425675392150879,-0.0958977788686752,0.36102756857872,2.77224016189575,0.414497554302216,0.469564944505692,-0.682936549186707,"continental glacial till, Fraser-age","Pleistocene"
"16",16,"CC-17-R1",30,100,0.046572053139817,"COL","i",0.913518011569977,652.727966308594,6.50177001953125,0.411813080310822,62.6272163391113,0.845799922943115,-0.439957946538925,0.427740156650543,0.616365969181061,0.425675392150879,-0.0958977788686752,0.36102756857872,2.77224016189575,0.414497554302216,0.469564944505692,-0.682936549186707,"continental glacial till, Fraser-age","Pleistocene"
"17",17,"CC-23-R1",0,30,0.0975734584180103,"COL","f",0.577944159507751,613.88232421875,7.0543384552002,0.00486310059204698,32.518138885498,0.621715426445007,-0.537772059440613,0.34976077079773,0.53361165523529,0.347059458494186,0.193063393235207,0.756410837173462,1.32818472385406,0.263628214597702,0.139722153544426,-0.57191812992096,"continental glacial outwash, Fraser-age","Pleistocene"
"18",18,"CC-23-R1",30,100,0.0200083125866739,"COL","f",0.577944159507751,613.88232421875,7.0543384552002,0.00486310059204698,32.518138885498,0.621715426445007,-0.537772059440613,0.34976077079773,0.53361165523529,0.347059458494186,0.193063393235207,0.756410837173462,1.32818472385406,0.263628214597702,0.139722153544426,-0.57191812992096,"continental glacial outwash, Fraser-age","Pleistocene"
"19",19,"CE_S15",0,30,0.189607792076037,"COL","g",0.727444648742676,607.494079589844,7.26393032073975,0.46974328160286,45.6260566711426,0.824614763259888,-0.450088381767273,0.432685434818268,0.619745969772339,0.420597404241562,-0.0199395921081305,0.413931667804718,2.41767835617065,0.358131736516953,0.4145887196064,-0.662858605384827,"continental glacial till, Fraser-age","Pleistocene"
"20",20,"CE_S15",30,100,0.0850017069635856,"COL","g",0.727444648742676,607.494079589844,7.26393032073975,0.46974328160286,45.6260566711426,0.824614763259888,-0.450088381767273,0.432685434818268,0.619745969772339,0.420597404241562,-0.0199395921081305,0.413931667804718,2.41767835617065,0.358131736516953,0.4145887196064,-0.662858605384827,"continental glacial till, Fraser-age","Pleistocene"
"21",21,"CE-08-R2",0,30,0.336122997845485,"COL","f",0.68149745464325,665.912841796875,6.75659561157227,0.671841442584991,62.9967613220215,0.869196355342865,-0.507180631160736,0.484896391630173,0.664735317230225,0.469816774129868,-0.0198163185268641,0.36290168762207,2.76022529602051,0.40501469373703,0.467635422945023,-0.721775114536285,"continental glacial till, Fraser-age","Pleistocene"
"22",22,"CE-08-R2",30,100,0.0336132573646899,"COL","f",0.68149745464325,665.912841796875,6.75659561157227,0.671841442584991,62.9967613220215,0.869196355342865,-0.507180631160736,0.484896391630173,0.664735317230225,0.469816774129868,-0.0198163185268641,0.36290168762207,2.76022529602051,0.40501469373703,0.467635422945023,-0.721775114536285,"continental glacial till, Fraser-age","Pleistocene"
"23",23,"CE-16-R3",0,30,0.114808979936653,"COL","g",0.619006752967834,598.410827636719,7.40218591690063,0.556728363037109,43.1630363464355,0.726810038089752,-0.509067356586456,0.351410567760468,0.577686369419098,0.357576251029968,0.111985273659229,0.560319364070892,1.78511381149292,0.343241453170776,0.281824827194214,-0.61499035358429,"continental glacial outwash, Fraser-age","Pleistocene"
"24",24,"CE-16-R3",30,100,0.0105651391991966,"COL","g",0.619006752967834,598.410827636719,7.40218591690063,0.556728363037109,43.1630363464355,0.726810038089752,-0.509067356586456,0.351410567760468,0.577686369419098,0.357576251029968,0.111985273659229,0.560319364070892,1.78511381149292,0.343241453170776,0.281824827194214,-0.61499035358429,"continental glacial outwash, Fraser-age","Pleistocene"
"25",25,"CE-18-R1",0,30,0.20979199497529,"COL","i",0.729877471923828,588.9599609375,7.43289613723755,0.499529510736465,34.7850723266602,0.662840604782104,-0.535017788410187,0.3630131483078,0.560787737369537,0.35997200012207,0.174956232309341,0.701777458190918,1.43525564670563,0.262811243534088,0.176760002970695,-0.588771343231201,"continental glacial till, Fraser-age","Pleistocene"
"26",26,"CE-18-R1",30,100,0.103469203906353,"COL","i",0.729877471923828,588.9599609375,7.43289613723755,0.499529510736465,34.7850723266602,0.662840604782104,-0.535017788410187,0.3630131483078,0.560787737369537,0.35997200012207,0.174956232309341,0.701777458190918,1.43525564670563,0.262811243534088,0.176760002970695,-0.588771343231201,"continental glacial till, Fraser-age","Pleistocene"
"27",27,"CE-22-R2",0,30,0.099834076749222,"COL","f",0.956481277942657,665.912841796875,6.75659561157227,0.327313631772995,62,0.790653824806213,-0.449500560760498,0.324735701084137,0.593082427978516,0.334008663892746,0.0066462685354054,0.457982540130615,2.1840991973877,0.400874108076096,0.371797680854797,-0.638282418251038,"continental glacial till, Fraser-age","Pleistocene"
"28",28,"CE-22-R2",30,100,0.0135795950753916,"COL","f",0.956481277942657,665.912841796875,6.75659561157227,0.327313631772995,62,0.790653824806213,-0.449500560760498,0.324735701084137,0.593082427978516,0.334008663892746,0.0066462685354054,0.457982540130615,2.1840991973877,0.400874108076096,0.371797680854797,-0.638282418251038,"continental glacial till, Fraser-age","Pleistocene"
