"","sample_ID","site","depth_cm","BD_g_cm3","carbon_perc","carbon_stock_g_cm2","geomorphons","HLI","Precip","Temp","WIP","tree_canopy_cover","NDVI_median","MNDWI_median","EVI_median","SCI_median","SAVI_median","EMBI_median","DSI_median","DSWI1_median","NDYI_median","LSWI_median","ANDWI_median","LITHOLOGY","GEOLOGIC_AGE"
"14","H-W-06-TNC","HOH",30,0.91,0.481,0.015261676,"b",0.758296012878418,2684.564453125,10.1214027404785,0.529337346553802,64.602653503418,0.906675100326538,-0.537366151809692,0.677432775497437,0.751788973808289,0.612365067005157,-0.00969969946891069,0.340612143278122,2.93912029266357,0.336538523435593,0.491962850093842,-0.757720947265625,"alluvium","Quaternary"
"15","H-W-06-TNC","HOH",85,0.53,0.435,0.01259916,"b",0.758296012878418,2684.564453125,10.1214027404785,0.529337346553802,64.602653503418,0.906675100326538,-0.537366151809692,0.677432775497437,0.751788973808289,0.612365067005157,-0.00969969946891069,0.340612143278122,2.93912029266357,0.336538523435593,0.491962850093842,-0.757720947265625,"alluvium","Quaternary"
"16","H-C-06-DNR","HOH",21,0.72,6.835,1.038586233,"e",0.659476280212402,3133.18188476562,9.92416286468506,0.464024126529694,58.2035713195801,0.880748212337494,-0.535255432128906,0.573281109333038,0.70539265871048,0.548742949962616,0.0186614878475666,0.373330056667328,2.71761298179626,0.48128417134285,0.457950055599213,-0.75121808052063,"alpine glacial drift, Fraser-age","Pleistocene"
"17","H-C-06-DNR","HOH",52,0.79,4.625,1.133272218,"e",0.659476280212402,3133.18188476562,9.92416286468506,0.464024126529694,58.2035713195801,0.880748212337494,-0.535255432128906,0.573281109333038,0.70539265871048,0.548742949962616,0.0186614878475666,0.373330056667328,2.71761298179626,0.48128417134285,0.457950055599213,-0.75121808052063,"alpine glacial drift, Fraser-age","Pleistocene"
"18","H-C-06-DNR","HOH",97,0.85,3.1,1.182215432,"e",0.659476280212402,3133.18188476562,9.92416286468506,0.464024126529694,58.2035713195801,0.880748212337494,-0.535255432128906,0.573281109333038,0.70539265871048,0.548742949962616,0.0186614878475666,0.373330056667328,2.71761298179626,0.48128417134285,0.457950055599213,-0.75121808052063,"alpine glacial drift, Fraser-age","Pleistocene"
"19","H-C-06-DNR","HOH",120,0.83,1.921,0.14581449,"e",0.659476280212402,3133.18188476562,9.92416286468506,0.464024126529694,58.2035713195801,0.880748212337494,-0.535255432128906,0.573281109333038,0.70539265871048,0.548742949962616,0.0186614878475666,0.373330056667328,2.71761298179626,0.48128417134285,0.457950055599213,-0.75121808052063,"alpine glacial drift, Fraser-age","Pleistocene"
"20","H-E-07-2020","HOH",11,0.77,0.905,0.073114874,"g",0.764722287654877,3271.7353515625,9.66192054748535,0.467734962701797,62.9420928955078,0.909791469573975,-0.555262506008148,0.630480110645294,0.754584670066833,0.582687318325043,0.0209332816302776,0.34494948387146,2.9005401134491,0.362292945384979,0.487098157405853,-0.77128392457962,"alluvium","Quaternary"
"21","H-E-07-2020","HOH",55,1.17,0.257,0.119006118,"g",0.764722287654877,3271.7353515625,9.66192054748535,0.467734962701797,62.9420928955078,0.909791469573975,-0.555262506008148,0.630480110645294,0.754584670066833,0.582687318325043,0.0209332816302776,0.34494948387146,2.9005401134491,0.362292945384979,0.487098157405853,-0.77128392457962,"alluvium","Quaternary"
"22","H-E-07-2020","HOH",74,1.12,0.251,0.050762465,"g",0.764722287654877,3271.7353515625,9.66192054748535,0.467734962701797,62.9420928955078,0.909791469573975,-0.555262506008148,0.630480110645294,0.754584670066833,0.582687318325043,0.0209332816302776,0.34494948387146,2.9005401134491,0.362292945384979,0.487098157405853,-0.77128392457962,"alluvium","Quaternary"
"23","H-E-07-2020","HOH",102,1.15,0.293,0.094679216,"g",0.764722287654877,3271.7353515625,9.66192054748535,0.467734962701797,62.9420928955078,0.909791469573975,-0.555262506008148,0.630480110645294,0.754584670066833,0.582687318325043,0.0209332816302776,0.34494948387146,2.9005401134491,0.362292945384979,0.487098157405853,-0.77128392457962,"alluvium","Quaternary"
"24","H-E-07-2020","HOH",123,0.68,0.216,0.01540877,"g",0.764722287654877,3271.7353515625,9.66192054748535,0.467734962701797,62.9420928955078,0.909791469573975,-0.555262506008148,0.630480110645294,0.754584670066833,0.582687318325043,0.0209332816302776,0.34494948387146,2.9005401134491,0.362292945384979,0.487098157405853,-0.77128392457962,"alluvium","Quaternary"
"25","H-C-08-DNR","HOH",9,0.41,18.079,0.667854651,"e",0.647177994251251,3010.08227539062,10.2711420059204,0.157578319311142,68.072395324707,0.633806824684143,-0.557279646396637,0.368856608867645,0.582988560199738,0.369957119226456,0.24352203309536,0.819307923316956,1.23331880569458,0.288543820381165,0.101605251431465,-0.603559255599976,"alpine glacial drift, Fraser-age","Pleistocene"
"26","H-C-08-DNR","HOH",25,0.54,6.091,0.526118462,"e",0.647177994251251,3010.08227539062,10.2711420059204,0.157578319311142,68.072395324707,0.633806824684143,-0.557279646396637,0.368856608867645,0.582988560199738,0.369957119226456,0.24352203309536,0.819307923316956,1.23331880569458,0.288543820381165,0.101605251431465,-0.603559255599976,"alpine glacial drift, Fraser-age","Pleistocene"
"27","H-C-08-DNR","HOH",49,0.47,9.778,1.094777448,"e",0.647177994251251,3010.08227539062,10.2711420059204,0.157578319311142,68.072395324707,0.633806824684143,-0.557279646396637,0.368856608867645,0.582988560199738,0.369957119226456,0.24352203309536,0.819307923316956,1.23331880569458,0.288543820381165,0.101605251431465,-0.603559255599976,"alpine glacial drift, Fraser-age","Pleistocene"
"28","H-C-08-DNR","HOH",85,0.93,0.56,0.139995722,"e",0.647177994251251,3010.08227539062,10.2711420059204,0.157578319311142,68.072395324707,0.633806824684143,-0.557279646396637,0.368856608867645,0.582988560199738,0.369957119226456,0.24352203309536,0.819307923316956,1.23331880569458,0.288543820381165,0.101605251431465,-0.603559255599976,"alpine glacial drift, Fraser-age","Pleistocene"
"29","H-C-10-2020","HOH",16,0.18,37.964,1.090774673,"f",0.680256187915802,3037.89697265625,10.2214660644531,0.569216847419739,67.523323059082,0.906934082508087,-0.444455683231354,0.540549576282501,0.690769255161285,0.525915801525116,-0.169230818748474,0.275474399328232,3.6336658000946,0.569436311721802,0.568118929862976,-0.766328871250153,"glacial outwash, alpine, Fraser-age","Pleistocene"
"30","H-C-10-2020","HOH",36,0.43,8.025,0.691535523,"f",0.680256187915802,3037.89697265625,10.2214660644531,0.569216847419739,67.523323059082,0.906934082508087,-0.444455683231354,0.540549576282501,0.690769255161285,0.525915801525116,-0.169230818748474,0.275474399328232,3.6336658000946,0.569436311721802,0.568118929862976,-0.766328871250153,"glacial outwash, alpine, Fraser-age","Pleistocene"
"31","H-C-10-2020","HOH",49,0.63,5.877,0.480935248,"f",0.680256187915802,3037.89697265625,10.2214660644531,0.569216847419739,67.523323059082,0.906934082508087,-0.444455683231354,0.540549576282501,0.690769255161285,0.525915801525116,-0.169230818748474,0.275474399328232,3.6336658000946,0.569436311721802,0.568118929862976,-0.766328871250153,"glacial outwash, alpine, Fraser-age","Pleistocene"
"32","H-C-10-2020","HOH",79,0.57,4.356,0.635862857,"f",0.680256187915802,3037.89697265625,10.2214660644531,0.569216847419739,67.523323059082,0.906934082508087,-0.444455683231354,0.540549576282501,0.690769255161285,0.525915801525116,-0.169230818748474,0.275474399328232,3.6336658000946,0.569436311721802,0.568118929862976,-0.766328871250153,"glacial outwash, alpine, Fraser-age","Pleistocene"
